age,education,marital_status,worker_class,occupation_code,hours_per_week,sex,race,income,state,income_estimate_from_peers
42,,Married,"Private, for-profit",6115,50.0,Male,1,45000.0,6,39812.0
59,16.0,Married,"Private, for-profit",7340,40.0,Male,1,80000.0,6,83021.0
27,19.0,Never married,"Private, for-profit",9645,32.0,Male,1,20000.0,6,17665.0
36,,Married,"Private, for-profit",3030,30.0,Female,1,58000.0,6,46529.0
54,17.0,Married,"Self-employed, unincorporated",4251,40.0,Male,1,8000.0,6,9299.0
33,19.0,Never married,"Private, for-profit",4110,20.0,Female,1,5000.0,6,11554.0
26,,Never married,"Private, for-profit",1745,40.0,Female,1,60000.0,6,61469.0
35,21.0,Married,"Private, for-profit",20,60.0,Male,1,85000.0,6,86346.0
21,14.0,Never married,"Self-employed, incorporated",6260,30.0,Male,1,10000.0,6,20902.0
28,16.0,Divorced,"Private, for-profit",4040,38.0,Male,1,143200.0,6,144580.0
62,21.0,Married,Federal government,3300,40.0,Female,6,,6,
48,21.0,Married,"Private, for-profit",51,50.0,Male,1,140000.0,6,143020.0
34,16.0,Divorced,"Private, for-profit",7150,40.0,Female,9,12000.0,6,6270.0
33,,Married,"Self-employed, unincorporated",3602,8.0,Female,1,5700.0,6,7903.0
51,1.0,Married,"Private, for-profit",3602,6.0,Female,8,3500.0,6,7455.0
53,,Married,"Private, for-profit",3255,32.0,Female,6,,6,
47,19.0,Married,Local government,630,60.0,Male,2,45000.0,6,42952.0
42,9.0,Never married,"Self-employed, unincorporated",4251,40.0,Male,1,15000.0,6,12702.0
73,18.0,Married,"Private, for-profit",9130,50.0,Female,1,29500.0,6,25158.0
29,15.0,Married,"Private, for-profit",4010,20.0,Female,8,12000.0,6,18511.0
22,19.0,Never married,"Private, for-profit",5100,32.0,Female,1,18060.0,6,10614.0
28,21.0,Married,"Private, for-profit",220,80.0,Male,1,95000.0,6,95674.0
38,19.0,Married,"Private, for-profit",6050,35.0,Female,3,12100.0,6,10423.0
37,22.0,Married,"Private, for-profit",5110,25.0,Female,1,35000.0,6,33628.0
23,20.0,Never married,"Private, for-profit",3421,40.0,Female,8,27000.0,6,24570.0
54,21.0,Married,"Self-employed, unincorporated",850,40.0,Female,1,422000.0,6,418565.0
35,21.0,Never married,"Private, for-profit",1450,40.0,Male,2,89000.0,6,95132.0
52,20.0,Married,"Private, non-profit",3255,40.0,Male,8,114000.0,6,110111.0
67,16.0,Divorced,Federal government,9640,20.0,Female,1,17490.0,6,30839.0
64,21.0,Married,"Private, for-profit",5740,20.0,Female,1,69000.0,6,63233.0
47,20.0,Married,"Private, for-profit",4220,20.0,Female,1,6000.0,6,423.0
49,16.0,Married,"Private, for-profit",3930,40.0,Male,1,12000.0,6,7395.0
30,21.0,Divorced,"Private, for-profit",440,40.0,Male,1,30000.0,6,29936.0
30,19.0,Married,"Self-employed, unincorporated",4810,40.0,Female,1,145000.0,6,152546.0
50,19.0,Married,"Private, for-profit",4820,40.0,Female,1,55000.0,6,53231.0
18,14.0,Never married,"Private, for-profit",4030,15.0,Female,1,4300.0,6,3556.0
48,21.0,Never married,"Private, for-profit",565,40.0,Male,6,42000.0,6,41391.0
55,21.0,Married,"Private, for-profit",9640,30.0,Female,1,1200.0,6,-4322.0
48,22.0,Married,"Private, non-profit",350,-1.0,Female,1,24100.0,6,29315.0
27,21.0,Never married,"Private, for-profit",4850,40.0,Male,1,65010.0,6,65870.0
59,21.0,Married,"Private, for-profit",310,40.0,Female,6,31500.0,6,29131.0
59,9.0,Married,"Private, for-profit",8225,60.0,Female,1,44000.0,6,36269.0
69,24.0,Married,"Self-employed, incorporated",2100,40.0,Male,1,50000.0,6,51405.0
31,16.0,Married,"Private, for-profit",6050,48.0,Male,8,30600.0,6,34192.0
41,20.0,Married,"Private, for-profit",5240,40.0,Female,1,75000.0,6,69520.0
38,20.0,Married,"Private, for-profit",3323,40.0,Female,1,160000.0,6,156903.0
51,16.0,Divorced,Local government,3602,40.0,Male,1,13000.0,6,6182.0
30,24.0,Never married,"Private, for-profit",2545,40.0,Male,6,50000.0,6,43027.0
28,19.0,Never married,"Private, for-profit",7750,24.0,Male,6,14000.0,6,16888.0
18,16.0,Never married,"Private, non-profit",5740,10.0,Female,1,1000.0,6,-1406.0
26,16.0,Never married,"Private, for-profit",4600,40.0,Female,1,28000.0,6,31540.0
26,19.0,Married,"Self-employed, unincorporated",9142,12.0,Male,1,4800.0,6,1235.0
56,19.0,Married,"Private, non-profit",420,28.0,Female,1,52000.0,6,54998.0
30,20.0,Never married,Federal government,5550,45.0,Male,1,45000.0,6,37893.0
25,21.0,Never married,"Private, non-profit",4700,72.0,Female,6,50000.0,6,50125.0
44,1.0,Married,"Private, for-profit",4510,40.0,Male,8,22500.0,6,12983.0
72,22.0,Married,"Private, for-profit",4830,30.0,Female,1,22800.0,6,19847.0
66,19.0,Married,"Private, for-profit",4760,16.0,Female,2,23500.0,6,17924.0
21,19.0,Never married,"Private, non-profit",9600,30.0,Male,1,17000.0,6,21577.0
52,22.0,Married,Federal government,1021,50.0,Male,9,140050.0,6,138513.0
39,16.0,Married,State government,2205,50.0,Female,9,80000.0,6,85514.0
42,12.0,Married,"Private, for-profit",6600,40.0,Male,8,24000.0,6,27949.0
35,16.0,Married,"Private, for-profit",4140,40.0,Female,1,25000.0,6,21514.0
41,18.0,Married,"Private, for-profit",5110,50.0,Female,1,45400.0,6,50138.0
54,19.0,Married,Local government,9122,40.0,Male,8,56000.0,6,65504.0
49,21.0,Married,"Self-employed, unincorporated",4920,40.0,Male,1,67000.0,6,73235.0
57,18.0,Never married,"Private, for-profit",6305,40.0,Male,9,28000.0,6,21994.0
68,19.0,Divorced,"Private, for-profit",1050,,Male,1,34000.0,6,26382.0
39,21.0,Married,"Self-employed, incorporated",2850,60.0,Male,1,156000.0,6,156959.0
26,,Married,"Private, for-profit",810,27.0,Female,9,35000.0,6,39333.0
28,21.0,Never married,"Private, for-profit",2850,20.0,Female,2,5000.0,6,7228.0
47,,Never married,"Private, for-profit",4110,25.0,Female,1,13000.0,6,12479.0
34,16.0,Married,"Private, for-profit",6260,25.0,MALE,8,7500.0,6,10511.0
52,16.0,Divorced,State government,3602,14.0,female,6,12700.0,6,4014.0
42,13.0,Divorced ,"Private, for-profit",5120,45.0,Female,1,,6,
76,22.0,Divorced,"Private, non-profit",2360,2.0,Female,1,70600.0,6,64817.0
44,22.0,Divorced,"Private, non-profit",350,40.0,Female,1,40000.0,6,45422.0
40,19.0,Married,"Private, for-profit",3930,40.0,Male,1,24000.0,6,29161.0
49,21.0,Married,"Private, non-profit",110,32.0,Female,1,20400.0,6,24638.0
53,16.0,Married,"Private, for-profit",1530,30.0,Male,1,110000.0,6,104517.0
62,19.0,Married,"Private, for-profit",3930,40.0,Male,1,116700.0,6,118205.0
37,,Married,"Private, for-profit",120,50.0,Male,6,91000.0,6,88802.0
46,21.0,Never married,"Private, for-profit",440,40.0,Male,1,95000.0,6,91457.0
28,16.0,Never married,"Private, for-profit",5240,40.0,Female,1,26000.0,6,24996.0
58,21.0,Married,"Private, for-profit",4710,40.0,Female,1,160000.0,6,162730.0
38,21.0,Never married,"Self-employed, unincorporated",4621,10.0,Female,1,4200.0,6,3175.0
39,19.0,Married,"Private, for-profit",5240,40.0,Male,1,58000.0,6,63985.0
33,19.0,Married,"Private, for-profit",7340,45.0,Male,1,46000.0,6,51807.0
23,18.0,Never married,"Private, for-profit",1555,40.0,Male,8,18000.0,6,22793.0
36,16.0,Never married,"Private, for-profit",9640,40.0,Female,1,19400.0,6,20998.0
32,17.0,Never married,"Private, for-profit",4030,40.0,Male ,1,17100.0,6,14744.0
51,19.0,Never married,Local government,5120,40.0,Female,2,22000.0,6,22836.0
55,14.0,Married,"Private, for-profit",7750,45.0,female,1,33500.0,6,33984.0
37,15.0,Married,"Private, for-profit",705,45.0,Male,1,180000.0,6,176335.0
28,21.0,Never married,"Private, for-profit",1021,40.0,Female,6,120000.0,6,120787.0
58,,Married,"Private, for-profit",3255,40.0,Female,1,100000.0,6,88381.0
23,21.0,Never married,"Private, for-profit",530,40.0,Female,6,50000.0,6,54892.0
18,16.0,Never married,"Private, for-profit",4350,20.0,Female,1,5000.0,6,4061.0
42,21.0,Married,"Private, for-profit",440,40.0,Female,6,90000.0,6,90340.0
47,21.0,Married,Local government,2014,40.0,Male,6,75000.0,6,79141.0
24,19.0,Never married,"Self-employed, unincorporated",3602,24.0,Male,6,26000.0,6,29367.0
33,16.0,Never married,"Private, for-profit",4720,29.0,Female,8,24200.0,6,20003.0
46,16.0,Married,"Private, for-profit",3602,34.0,Female,1,16200.0,6,13542.0
55,22.0,Divorced,"Private, non-profit",3255,48.0,Female,1,165000.0,6,167742.0
50,10.0,Married,"Private, non-profit",4251,40.0,Male,1,10700.0,6,-3812.0
39,20.0,Married,Local government,5320,40.0,Female,1,43000.0,6,40870.0
62,19.0,Married,"Private, for-profit",5120,-1.0,Female,1,40000.0,6,49517.0
35,21.0,Never married,"Private, for-profit",9620,36.0,Male,6,8000.0,6,13658.0
25,19.0,Never married,"Private, for-profit",4000,50.0,Female,8,24000.0,6,23646.0
25,21.0,Never married,"Private, for-profit",1021,40.0,Female,6,115000.0,6,110999.0
32,16.0,Married,"Private, for-profit",2721,40.0,Male,1,34000.0,6,41392.0
45,15.0,Married,"Private, for-profit",4220,32.0,Female,1,17600.0,6,13371.0
51,21.0,Never married,"Private, non-profit",2810,40.0,Male,1,165000.0,6,154554.0
54,19.0,Married ,"Private, for-profit",6230,32.0,Male,1,52000.0,6,54309.0
40,16.0,Married,"Self-employed, unincorporated",4251,40.0,Male,8,24000.0,6,16414.0
22,19.0,Never married,"Private, for-profit",7800,38.0,Male,8,20000.0,6,15165.0
27,19.0,Married,"Private, for-profit",350,40.0,Female,1,19800.0,6,21993.0
66,,Married,Local government,3255,40.0,Female,1,97000.0,6,95060.0
42,,Separated,"Private, for-profit",4130,24.0,Female,1,27700.0,6,18995.0
37,16.0,Never married,Local government,9142,50.0,Male,2,10000.0,6,7705.0
45,9.0,Married,"Private, for-profit",6120,55.0,Male,8,50000.0,6,43453.0
26,21.0,Never married,"Private, for-profit",725,30.0,Male,9,16000.0,6,20069.0
51,21.0,Married,Local government,2014,42.0,Female,1,50000.0,6,44226.0
45,22.0,Never married,"Self-employed, unincorporated",2205,28.0,Male,1,,6,
58,16.0,Divorced,"Private, for-profit",5860,36.0,Female,1,31500.0,6,35723.0
29,18.0,Never married,"Private, for-profit",7750,40.0,Male,3,32100.0,6,35658.0
20,19.0,Never married,"Private, for-profit",5820,6.0,Female,1,3700.0,6,1552.0
43,21.0,Married,"Private, for-profit",1760,40.0,Male,1,110000.0,6,100476.0
44,16.0,Separated,"Self-employed, unincorporated",4230,30.0,Female,1,28100.0,6,21690.0
20,18.0,Never married,"Private, for-profit",4150,34.0,Male,1,4000.0,6,9173.0
22,19.0,Never married,"Private, for-profit",3960,32.0,Male,8,11000.0,6,10237.0
48,21.0,Married,"Private, for-profit",4850,40.0,Male,1,185600.0,6,186162.0
40,20.0,Separated,"Private, for-profit",3930,,Female,1,18300.0,6,19593.0
39,21.0,Married,"Private, for-profit",4810,40.0,Female,1,30000.0,6,29131.0
53,17.0,Married,Federal government,5550,40.0,Female,2,55200.0,6,49458.0
61,18.0,Married,"Self-employed, unincorporated",4600,55.0,Female,8,37800.0,6,38732.0
63,19.0,Married,"Self-employed, unincorporated",2850,30.0,Male,1,28100.0,6,22958.0
42,21.0,Married,Local government,3870,40.0,Male,1,120000.0,6,126145.0
24,,Married,"Private, for-profit",4720,15.0,Female,1,3000.0,6,-215.0
39,22.0,Never married,"Private, for-profit",2600,40.0,Male,2,90300.0,6,87742.0
37,22.0,Married,"Private, for-profit",4700,40.0,Male,1,152000.0,6,146746.0
70,19.0,Married,State government,3602,45.0,Female,1,42300.0,6,54679.0
31,19.0,Married,"Private, for-profit",310,50.0,Female,1,45000.0,6,45727.0
32,22.0,Married,"Private, for-profit",136,32.0,Female,1,56000.0,6,50471.0
53,18.0,Widowed,"Private, for-profit",3515,40.0,Female,1,60000.0,6,57466.0
48,22.0,Married ,"Self-employed, unincorporated",2752,10.0,Male,1,64000.0,6,68957.0
20,19.0,Never married,"Private, for-profit",4720,16.0,Female,2,6000.0,6,8811.0
34,22.0,Never married,"Private, for-profit",2330,30.0,Female,1,25000.0,6,24187.0
62,21.0,Married,"Private, for-profit",3255,60.0,Female,1,106000.0,6,109052.0
65,16.0,Married,"Private, for-profit",5630,40.0,Female,6,68000.0,6,66650.0
72,16.0,Never married,"Private, for-profit",4030,29.0,Male,6,44600.0,6,45502.0
34,22.0,Never married,"Private, non-profit",2002,45.0,Male,8,53000.0,6,40874.0
47,22.0,Never married,"Private, for-profit",800,40.0,Male,1,151000.0,6,156425.0
24,21.0,Never married,"Private, for-profit",4110,,Male,1,13000.0,6,20571.0
33,16.0,Married,"Private, for-profit",205,,Male,1,85000.0,6,85883.0
78,18.0,Married,"Private, for-profit",3645,18.0,Female,1,33800.0,6,41985.0
40,,Married,"Private, for-profit",4110,40.0,Female,6,500.0,6,1100.0
56,21.0,Married,"Private, non-profit",2435,20.0,Female,1,9900.0,6,13168.0
44,,Married,"Private, for-profit",3090,40.0,Male,6,500000.0,6,498666.0
61,6.0,Married,"Private, for-profit",4251,40.0,Male,1,25000.0,6,32199.0
73,19.0,Married,"Self-employed, incorporated",5740,20.0,Female,1,24000.0,6,22330.0
50,19.0,Married,"Private, for-profit",4700,45.0,Male,1,110000.0,6,99616.0
61,13.0,Married,"Private, for-profit",9121,,Male,1,19500.0,6,28957.0
63,20.0,Married,"Self-employed, incorporated",4840,50.0,Male,1,150000.0,6,142978.0
47,21.0,Married,"Private, for-profit",10,50.0,Male,1,,6,
57,10.0,Married,"Private, for-profit",4850,45.0,Male,8,50000.0,6,46832.0
50,,Never married,"Private, for-profit",4700,40.0,Female,2,46000.0,6,45678.0
45,20.0,Married,Local government,3230,16.0,Female,1,26700.0,6,30767.0
43,16.0,Married,"Private, for-profit",6260,40.0,Male,2,3000.0,6,14264.0
29,19.0,Never married,"Private, for-profit",4700,40.0,Male,1,43000.0,6,36017.0
43,16.0,Married ,"Private, for-profit",2640,40.0,Male,1,25000.0,6,32602.0
52,13.0,Widowed,"Self-employed, incorporated",4230,16.0,Female,1,17800.0,6,22673.0
18,18.0,Never married,Federal government,9830,81.0,Male,1,5000.0,6,-3621.0
26,21.0,Never married,"Private, for-profit",800,40.0,Female,1,50000.0,6,53092.0
66,21.0,Married,"Private, non-profit",910,38.0,Female,6,57000.0,6,58255.0
38,21.0,Never married,"Private, for-profit",4600,40.0,Female,8,22500.0,6,26002.0
49,21.0,Married,"Private, for-profit",10,45.0,Female,1,76000.0,6,78450.0
56,1.0,Married,Local government,4251,40.0,Male,8,19200.0,6,12947.0
64,21.0,Divorced,"Private, for-profit",2640,30.0,Female,1,89000.0,6,89465.0
38,21.0,Married,Local government,5000,40.0,Male,1,75000.0,6,73366.0
41,22.0,Divorced,"Private, for-profit",10,50.0,Male,1,160000.0,6,159880.0
35,16.0,Married,"Private, for-profit",4710,40.0,Male,1,82000.0,6,76423.0
38,16.0,Married,"Private, for-profit",440,40.0,Male,1,23000.0,6,27684.0
18,18.0,Never married,"Private, for-profit",4110,,Male,2,9300.0,6,2160.0
26,15.0,Married,"Private, for-profit",8800,40.0,Female,1,26000.0,6,31818.0
49,21.0,Married,Local government,1220,10.0,Female,1,5000.0,6,10970.0
21,,Never married,"Private, for-profit",4110,24.0,Female,6,22000.0,6,21366.0
53,,Married,"Private, for-profit",8225,40.0,Male,1,33000.0,6,29926.0
57,13.0,Married,"Self-employed, unincorporated",7700,40.0,MALE,1,15000.0,6,10622.0
29,,Never married,"Private, non-profit",7330,50.0,Male,1,40000.0,6,33793.0
46,,Married,"Self-employed, unincorporated",8140,40.0,Male,8,,6,
29,22.0,Never married,"Private, non-profit",110,40.0,Male,1,50300.0,6,53474.0
40,14.0,Never married,"Private, non-profit",5110,40.0,Female,8,26400.0,6,25594.0
54,21.0,Married,"Private, for-profit",120,50.0,Female,1,80000.0,6,78495.0
51,19.0,Married,"Private, for-profit",4600,42.0,Male,1,34700.0,6,31897.0
51,16.0,Divorced,Local government,4251,40.0,Male,1,32000.0,6,24919.0
31,16.0,Married,"Private, for-profit",310,,Female,8,21000.0,6,15426.0
41,21.0,Never married,"Private, for-profit",1108,30.0,Male,9,20000.0,6,19250.0
60,9.0,Married,"Private, for-profit",6050,40.0,Male,8,15000.0,6,31376.0
45,16.0,Married,"Private, for-profit",6260,48.0,Male,8,31000.0,6,38883.0
26,19.0,Never married,"Private, for-profit",5610,45.0,Male,1,30000.0,6,33576.0
44,21.0,Never married,"Self-employed, incorporated",4710,60.0,Male,1,,6,
24,16.0,Never married,"Private, for-profit",4140,40.0,Male,1,22000.0,6,13275.0
47,21.0,Married,"Private, for-profit",440,40.0,Female,1,193000.0,6,191200.0
24,21.0,Never married,"Private, for-profit",52,40.0,Female,1,25000.0,6,23317.0
32,21.0,Never married,"Private, for-profit",7120,40.0,Male,1,35000.0,6,41332.0
41,20.0,Married,"Private, for-profit",5740,50.0,Female,1,54000.0,6,51680.0
22,18.0,Never married,"Private, for-profit",4900,40.0,Female,9,3000.0,6,3394.0
26,21.0,Never married ,"Private, for-profit",1745,40.0,Female,6,41000.0,6,34695.0
67,21.0,Married,"Private, for-profit",1420,40.0,Male,1,240000.0,6,246457.0
41,21.0,Never married,"Private, for-profit",1530,45.0,Male,6,86000.0,6,92376.0
61,16.0,Married,"Private, non-profit",1555,40.0,Female,1,,6,
59,9.0,Never married,"Private, for-profit",3655,40.0,Male,1,96000.0,6,96600.0
57,21.0,Married,"Private, for-profit",4850,65.0,Male,1,,6,
39,21.0,Married,"Private, for-profit",800,40.0,Male,6,120000.0,6,125184.0
63,21.0,Divorced,"Private, for-profit",4800,40.0,Female,1,50800.0,6,50693.0
44,21.0,Married,"Private, for-profit",300,40.0,Male,1,250000.0,6,246707.0
24,21.0,Never married,"Private, for-profit",5400,20.0,Female,6,5000.0,6,11185.0
37,16.0,Never married,"Private, for-profit",3930,40.0,Male,2,,6,
33,20.0,Never married,"Private, non-profit",4810,40.0,Female,1,10000.0,6,17373.0
53,21.0,Married,"Private, non-profit",650,40.0,Male,1,45000.0,6,38678.0
30,22.0,Married,"Private, for-profit",5000,40.0,Female,1,75000.0,6,73633.0
75,14.0,Married,"Private, for-profit",5740,,Female,1,30800.0,6,27288.0
30,16.0,Married,"Private, for-profit",8800,40.0,Male,1,40000.0,6,39862.0
56,22.0,Married,"Private, for-profit",735,40.0,Female,1,68170.0,6,62543.0
23,20.0,Never married,"Private, for-profit",5240,20.0,Female,1,20000.0,6,23542.0
29,22.0,Married,"Private, for-profit",5165,50.0,Male,6,15400.0,6,17103.0
32,1.0,Never married,"Private, for-profit",4252,40.0,Male,1,30000.0,6,32867.0
34,16.0,Married,"Private, for-profit",8710,65.0,Male,1,100000.0,6,103116.0
63,23.0,Married,State government,1650,40.0,Male,1,163500.0,6,173162.0
25,18.0,Never married,"Private, for-profit",3324,40.0,Male,1,55000.0,6,52802.0
30,22.0,Married,"Private, non-profit",2004,40.0,Female,1,80000.0,6,89102.0
19,16.0,Never married,"Self-employed, unincorporated",4220,4.0,MALE,1,650.0,6,-5350.0
35,,Never married,Local government,9130,30.0,Male,9,40000.0,6,33337.0
49,16.0,Never married,"Private, for-profit",4220,40.0,Male,1,20000.0,6,15387.0
48,16.0,Married,"Private, for-profit",5120,37.0,Female,1,41000.0,6,42394.0
36,19.0,Never married,"Private, for-profit",7750,40.0,Female,6,29000.0,6,27241.0
59,9.0,Married,"Private, for-profit",7750,,Male,1,53000.0,6,51225.0
24,,Married ,"Private, for-profit",8225,50.0,Male,8,32000.0,6,28180.0
18,16.0,Never married,"Private, for-profit",4720,22.0,Female,8,8500.0,6,9975.0
32,21.0,Never married,"Private, for-profit",137,40.0,Female,1,63000.0,6,74131.0
24,16.0,Never married,"Private, for-profit",7750,40.0,Male,3,22800.0,6,14208.0
55,21.0,Divorced,"Private, for-profit",4020,32.0,Female,1,8590.0,6,-1576.0
29,21.0,Married,"Private, for-profit",5260,80.0,Female,9,32000.0,6,29030.0
19,19.0,Never married,Local government,2350,,Female,1,10000.0,6,8840.0
56,22.0,Married,State government,3545,48.0,Male,1,161840.0,6,154633.0
26,19.0,Never married,"Private, for-profit",7200,40.0,Male,2,80010.0,6,83993.0
61,,Married,"Private, non-profit",1650,40.0,Female,6,,6,
59,16.0,Married,State government,2025,18.0,Female,1,11500.0,6,15566.0
58,22.0,Married,"Private, non-profit",230,40.0,Female,8,124000.0,6,118968.0
37,21.0,Married,"Self-employed, incorporated",4920,50.0,Male,1,250000.0,6,245017.0
30,16.0,Never married,"Private, for-profit",5522,40.0,Female,1,30000.0,6,33609.0
37,22.0,Separated,"Private, non-profit",3258,40.0,Female,1,145000.0,6,147262.0
54,21.0,Married,"Private, for-profit",110,55.0,Male,6,500000.0,6,505038.0
19,19.0,Never married,"Private, for-profit",4720,20.0,Female,1,2700.0,6,11564.0
29,21.0,Never married,"Private, for-profit",4220,20.0,Female,1,12000.0,6,11499.0
32,16.0,Married,"Private, for-profit",6260,45.0,Male,1,25000.0,6,19163.0
35,22.0,Married,"Private, for-profit",5165,60.0,Male,1,250000.0,6,253990.0
60,20.0,Married,"Self-employed, unincorporated",6355,6.0,Male,1,148500.0,6,145981.0
50,21.0,Married,Local government,440,40.0,MALE,1,,6,
48,9.0,Never married,"Self-employed, incorporated",2631,40.0,Female,8,18000.0,6,7897.0
67,23.0,Widowed,"Self-employed, unincorporated",2600,4.0,Female,1,31600.0,6,24188.0
24,,Married,"Private, for-profit",310,50.0,Female,1,35000.0,6,29951.0
28,21.0,Never married,"Self-employed, incorporated",1760,35.0,Female,1,30000.0,6,29194.0
42,22.0,Never married,"Private, for-profit",3255,40.0,Female,8,110000.0,6,104072.0
28,20.0,Married,"Private, non-profit",3930,40.0,Male,6,33000.0,6,40408.0
59,,Divorced,"Self-employed, incorporated",440,40.0,Male,1,85000.0,6,77801.0
30,20.0,Married,"Private, for-profit",7420,40.0,Male,1,30000.0,6,27308.0
49,22.0,Married,Local government,2310,30.0,Female,1,45000.0,6,43852.0
60,21.0,Married,"Private, for-profit",1320,40.0,Male,1,145000.0,6,143526.0
26,16.0,Never married,"Private, for-profit",9620,20.0,Male,1,4000.0,6,6262.0
25,16.0,Married,"Private, for-profit",1021,40.0,Male,1,,6,
40,19.0,Never married,"Private, for-profit",4965,40.0,Male,2,85000.0,6,83878.0
50,16.0,Never married,"Private, for-profit",7200,40.0,Male,2,36010.0,6,30927.0
38,15.0,Never married,"Private, for-profit",9600,40.0,Female,2,12000.0,6,8774.0
68,11.0,Married,"Private, for-profit",6230,30.0,Male,6,17000.0,6,18652.0
39,16.0,Married,"Private, for-profit",9122,40.0, Female,2,50200.0,6,46390.0
19,19.0,Never married,Local government,2350,10.0,Male,1,1600.0,6,-4455.0
57,16.0,Married,"Private, for-profit",9130,50.0,Male,1,50000.0,6,46557.0
40,16.0,Never married,"Self-employed, unincorporated",4230,25.0,Female,1,25700.0,6,27155.0
35,19.0,Divorced,"Private, for-profit",705,60.0,Male ,1,97330.0,6,101182.0
29,20.0,Married,"Private, for-profit",9121,40.0,Male,1,25000.0,6,26864.0
34,19.0,Widowed,"Private, for-profit",8740,40.0,Female,6,32000.0,6,19789.0
36,21.0,Married,"Private, for-profit",8830,40.0,Male,1,115000.0,6,114203.0
52,21.0,Divorced,Family business (unpaid),4621,30.0,Male,1,4000.0,6,6285.0
64,20.0,Never married,"Private, for-profit",5510,40.0,Male,6,34800.0,6,30153.0
28,,Never married,"Private, for-profit",705,50.0,Male,6,100000.0,6,93933.0
45,17.0,Married,"Private, for-profit",9240,60.0,Male,9,80000.0,6,84253.0
65,21.0,Divorced,"Self-employed, unincorporated",410,8.0,Female,2,24000.0,6,24802.0
63,23.0,Married,"Private, for-profit",2100,55.0,Male,1,310300.0,6,319330.0
28,21.0,Never married,"Self-employed, unincorporated",2850,35.0,Male,1,12200.0,6,15358.0
53,21.0,Married,"Private, for-profit",800,55.0,Male,1,275000.0,6,268408.0
47,22.0,Never married,Local government,3870,40.0,Female,2,108000.0,6,107951.0
23,16.0,Never married,"Private, for-profit",9600,40.0,Male,8,40010.0,6,38876.0
57,,Divorced,"Private, for-profit",630,,Female,1,55000.0,6,51913.0
25,16.0,Never married,"Private, for-profit",5600,40.0,Male,6,29000.0,6,16328.0
33,19.0,Married,Federal government,7030,65.0,Male,8,44300.0,6,40679.0
18,16.0,Never married,"Private, for-profit",9620,40.0,Male,8,10000.0,6,18621.0
28,22.0,Married,"Private, for-profit",1010,40.0,Female,1,50000.0,6,52193.0
58,19.0,Married,"Private, for-profit",1555,60.0,male,6,80000.0,6,73782.0
62,16.0,Married,Local government,7220,40.0,Male,9,50000.0,6,51410.0
48,16.0,Married,"Private, for-profit",5940,40.0,Male,1,75000.0,6,78614.0
28,14.0,Divorced ,"Private, for-profit",8990,40.0,Female,1,16000.0,6,13695.0
36,22.0,Married,"Private, non-profit",726,40.0,Female,6,85000.0,6,96070.0
61,21.0,Married,Local government,2310,25.0,Male,1,19900.0,6,13161.0
66,22.0,Married,"Private, for-profit",4710,84.0,Male,6,73000.0,6,77524.0
63,18.0,Married,"Private, for-profit",3601,84.0,Female,1,8200.0,6,1395.0
45,22.0,Married,Local government,230,45.0,Female,6,210000.0,6,206407.0
38,17.0,Never married,"Private, for-profit",6260,45.0,Male,1,20000.0,6,11648.0
37,15.0,Married,State government,3602,32.0,Female,1,10000.0,6,5192.0
52,21.0,Married,"Private, for-profit",1650,40.0,Male,6,,6,
42,19.0,Never married,"Self-employed, unincorporated",3630,12.0,Female,2,4370.0,6,7521.0
37,21.0,Married,"Private, for-profit",4920,40.0,Male,1,140290.0,6,145889.0
20,19.0,Never married,"Private, non-profit",3602,36.0,Female,2,31000.0,6,26439.0
76,24.0,Divorced,"Self-employed, incorporated",2850,50.0,Female,1,190000.0,6,185239.0
54,16.0,Divorced,"Private, for-profit",4850,40.0,Male,1,50000.0,6,51711.0
62,21.0,Divorced ,"Private, for-profit",5740,45.0,FEMALE,2,112000.0,6,112000.0
29,18.0,Never married,"Private, for-profit",410,40.0,Female,1,50000.0,6,46712.0
26,,Married,"Private, for-profit",5740,12.0,Female,1,5000.0,6,2172.0
45,22.0,Married,State government,2310,40.0,Female,1,50000.0,6,46120.0
19,19.0,Never married,"Private, for-profit",5940,24.0,Female,8,10130.0,6,6767.0
47,21.0,Married,"Private, for-profit",4710,40.0,Female,6,197200.0,6,197408.0
77,19.0,Married,"Self-employed, unincorporated",5000,15.0,Female,1,38300.0,6,40769.0
51,,Separated,"Private, for-profit",1031,41.0,Female,1,143000.0,6,141117.0
25,19.0,Divorced,Federal government,7000,55.0,Male,1,45000.0,6,42478.0
38,22.0,Married,"Private, non-profit",710,45.0,Male,6,,6,
38,24.0,Never married,"Private, non-profit",1760,40.0,Male,6,56000.0,6,46801.0
50,,Married,"Private, for-profit",3255,40.0,Female,6,80000.0,6,78033.0
47,22.0,Married,"Private, for-profit",10,40.0,Male,6,,6,
42,16.0,Married,"Self-employed, unincorporated",4230,25.0,Female,1,20000.0,6,14862.0
38,22.0,Divorced ,"Private, for-profit",2002,40.0,Female,6,,6,
61,16.0,Married,"Private, for-profit",9620,40.0,Female,9,40100.0,6,44368.0
74,23.0,Divorced,"Self-employed, unincorporated",1825,20.0,Female,1,46600.0,6,42952.0
46,15.0,Divorced,"Private, for-profit",7220,45.0,Male,8,70000.0,6,71859.0
18,16.0,Never married,"Private, for-profit",9620,20.0,Male,6,13000.0,6,12507.0
26,16.0,Married,"Private, for-profit",6260,40.0,Male,8,30000.0,6,27721.0
